Exp_day,Datum,Cosm,Treatment,Secchi diepte,Bodemzicht,Turbiditeit,BLUE,GREEN,BROWN,TotCHL,BLUE50,GREEN50,BROWN50,disNH4,disPO4,disNO2,disNO3 mg/l,DisN,partP mg/L,TP,Al ppm,Ca ppm,Fe ppm,La ppm,Mg ppm,Mn ppm,P ppm,S ppm,As ug/L,Temp,DepthY,SpCond,SpCond.1,Sal,DO%,DO,pH,light_k,light_perc_bottom,light_4perc
45,07/08/2019,14,Controle,65,FALSE,7.7,7.48,0,7.14,14.62,11.10,6.64,24.03,0.687,0.077,0.078,2.062,2.827,58.5,58.577,0,40.24109,0.062598,0.000472,8.068177,0.029096,0.045064,15.62373,0.623657,23.51863636,1.12,0.5,467.7272727,0.239090909,121.3318182,10.24318182,9.428181818,2.387109513,1.049953856,1.340533387
45,07/08/2019,15,IJzerkalkslib,120,FALSE,2.07,3.21,0,3.82,7.03,0.76,3.8,5.63,0.993,0.064,0.195,1.923,3.111,66.16666667,66.23066667,0,39.83532,0.075142,0.000838,8.079863,0.057891,0.059925,15.42725,2.339614,23.09666667,1.124166667,0.5,466.3333333,0.2325,111.525,9.490833333,9.1875,2.302821078,3.234890954,1.389599926
45,07/08/2019,16,Controle,140,TRUE,2.85,1.20,2.27,6.82,10.29,1.23,2.91,6.47,0.744,0.059,0.221,0.985,1.95,142.5,142.559,0,38.16818,0.080997,0,8.029667,0.064043,0.075462,14.80938,0.737573,23.06904762,1.128571429,0.5,452.4761905,0.23,105.0738095,8.947380952,8.914404762,2.063189544,2.556631964,1.550996615
45,07/08/2019,17,Gebaggerd,180,TRUE,2.76,0,1.55,4.6,6.15,0,2.43,3.66,0.416,0.074,0.039,0.484,0.939,26.83333333,26.90733333,0,31.34476,0.074975,0.000389,7.871664,0.025646,0.073291,14.27359,2.068521,23.05571429,1.131071429,0.4,414.6428571,0.21,131.4357143,11.19714286,9.22,2.445032641,0.678224923,1.308775984
45,07/08/2019,18,Belucht,85,FALSE,10.4,6.18,8.75,20.85,35.78,7.53,7.95,23.02,0.622,0.03,0.203,1.653,2.478,87.75,87.78,0,40.24501,0.056322,0.0000981,8.085294,0.021128,0.041963,15.48729,1.486682,22.94454545,1.118636364,0.5,467.2727273,0.24,107.0545455,9.138636364,9.072272727,2.383187496,1.865251689,1.342739506
45,07/08/2019,19,Phoslock,85,FALSE,6.71,1.18,0,6.38,7.56,0.2,0,4.77,1.444,0.031,0.234,3.129,4.807,174.6666667,174.6976667,0,39.9313,0.072762,0.001785,8.078349,0.026574,0.048044,15.54473,1.921439,22.99482456,1.131315789,0.5,466.1052632,0.231578947,103.8517544,8.855614035,8.859473684,2.450152579,1.779846474,1.306041113
45,07/08/2019,20,Controle,65,FALSE,13.6,18.88,14.19,47.93,81,22.31,15.68,51.48,0.262,0.01,0.03,1.561,1.853,117.3333333,117.3433333,0,40.27454,0.050225,0.000975,7.966738,0.010812,0.034899,15.54221,1.932254,23.04458333,1.10625,0.5,468.375,0.24,118.9416667,10.13291667,9.074583333,2.133261559,0.611198624,1.500050468
60,29/08/2019,1,Gebaggerd,100,FALSE,4.51,8.05,0,22.59,30.64,7.41,2.34,27.15,0.353,0.083,0,0.54,0.893,103.9166667,103.9996667,0,40.30282,0.049064,0,8.363419,0.036376,0.101604,16.94496,0,23.74666667,1.13,0.5,486.3333333,0.25,68.26666667,5.735,9.253333333,2.682126518,1.948871223,1.193083167
60,29/08/2019,2,Controle,70,FALSE,3.38,14.14,0,42.36,56.5,14.26,0,48.86,0.305,0.062,0,0.94,1.245,68.83333333,68.89533333,0,40.14762,0.050836,0,8.343711,0.052394,0.076205,16.61324,1.387906,23.49555556,1.146111111,0.5,488.5925926,0.250740741,72.57407407,6.132592593,9.19537037,2.220858208,1.472769356,1.440884424
60,29/08/2019,3,Belucht,70,FALSE,3.93,12.33,0,38.82,51.15,13.04,0,45.11,0.072,0.029,0,0.628,0.7,117.3333333,117.3623333,0,39.49416,0.044817,0,8.321509,0.016261,0.051503,17.00073,1.627996,23.75,1.133,0.5,483.1,0.241,61.3,5.15,9.38,2.71338355,1.418243401,1.179339353
60,29/08/2019,4,Belucht,105,FALSE,4.2,7.43,8.11,23.56,39.1,6.7,2.17,24.67,0.013,0.026,0,0.463,0.476,97.75,97.776,0,39.71163,0.029729,0.000253,8.355943,0.005876,0.053294,16.91776,2.03103,23.71,1.145,0.5,480.5,0.24,63.58,5.35,9.425,2.41552703,2.212443799,1.324762654
60,29/08/2019,5,IJzerkalkslib,120,FALSE,1.8,4.54,0,10.38,14.92,1.75,0,3.47,0.282,0.036,0,0.41,0.692,75.91666667,75.95266667,0,38.84161,0.259688,0.000888,8.193416,0.062727,0.066394,16.61725,1.493892,23.84285714,1.135,0.5,479.5714286,0.24,73.68571429,6.182857143,9.337142857,2.711434984,2.120337867,1.180186882
60,29/08/2019,6,Phoslock,105,FALSE,1.47,6.02,3.47,18.41,27.9,7.09,0,17.75,0.275,0.094,0,0.328,0.603,8.583333333,8.677333333,0,39.71841,0.115091,0,8.285899,0.081496,0.129311,16.69093,2.580424,23.66155556,1.116666667,0.5,484.9555556,0.242666667,64.74888889,5.452666667,9.065111111,2.526945018,3.457166787,1.266351257
60,29/08/2019,7,Gebaggerd,172,TRUE,2.15,2.15,2.68,4.85,9.68,1.57,0,1.59,0.228,0.092,0,0.494,0.722,28.91666667,29.00866667,0,37.36132,0.057324,0,8.242995,0.043275,0.110081,16.91047,1.20117,23.65785714,1.142142857,0.5,469.2857143,0.24,68.51785714,5.77,9.101428571,2.187119755,1.926468357,1.46311147
60,29/08/2019,8,IJzerkalkslib,90,FALSE,2.97,7.93,0,19.90,27.83,7.17,0,20.01,0.11,0.016,0,0.281,0.391,96.91666667,96.93266667,0,38.31737,0.071545,0.000942,8.341405,0.074774,0.043136,16.88949,0.025956,23.64666667,1.118888889,0.5,476,0.24,65.54444444,5.520555556,9.025555556,2.858681992,1.827674543,1.119396984
60,29/08/2019,9,Phoslock,145,TRUE,1.3,1.53,0,0.59,2.12,1.32,0,0.49,0.186,0.032,0,0.223,0.409,188.6666667,188.6986667,0,36.05018,0.048733,0.001975,8.287715,0.022348,0.05931,16.56251,1.458563,23.508,1.125,0.5,465.5,0.23,56.35,4.761,8.825,2.43629343,0.359937171,1.313470685
60,29/08/2019,10,IJzerkalkslib,70,FALSE,5.77,11.97,4.90,41.18,58.05,11.62,5.87,37.23,0.117,0.008,0,0.346,0.463,75,75.008,0,39.89817,0.137847,0.000447,8.370313,0.058405,0.034768,16.67628,1.341042,23.51409091,1.138181818,0.5,482.2727273,0.24,57.82727273,4.882727273,8.972727273,3.203108306,1.060979391,0.999029597
60,29/08/2019,11,Gebaggerd,95,TRUE,7.52,7.05,2.22,22.28,31.55,4.85,2.57,19.97,0.099,0.036,0,0.409,0.508,99.08333333,99.11933333,0,39.91494,0.041998,0.000625,8.343011,0.022735,0.062223,17.07763,2.211998,23.52681818,1.140454545,0.5,486.1363636,0.242727273,74.73636364,6.305454545,9.309090909,2.552696923,1.223092998,1.253576157
60,29/08/2019,12,Belucht,70,TRUE,3.68,13.11,3.82,40.57,57.5,11.19,6.33,36.05,0,0.021,0,0.396,0.396,99.75,99.771,0,39.81854,0.030065,0,8.360391,0.004374,0.053258,17.55456,1.180261,23.77222222,1.152222222,0.5,480.5,0.24,70.04444444,5.885555556,9.488888889,3.360823521,1.608234373,0.952147585
60,29/08/2019,13,Phoslock,90,TRUE,3.29,6.56,0,21.81,28.37,3.42,2.85,13.60,0.008,0.028,0,0.325,0.333,192.9166667,192.9446667,0,37.57718,0.061141,0.000462,8.340352,0.016659,0.058919,16.77876,1.913508,23.93991667,1.124166667,0.5,471.175,0.237083333,76.68333333,6.423416667,9.489666667,2.079701656,2.7581583,1.538682238
60,29/08/2019,14,Controle,65,FALSE,3.2,12.76,0,039.94,52.7,5.28,0,14.17,0.013,0.023,0,0.327,0.34,155.3333333,155.3563333,0,39.16727,0.040404,0.000525,8.37216,0.017455,0.059706,16.94678,0.367705,23.91833333,1.12125,0.5,476.8333333,0.24,78.3875,6.567916667,9.608333333,2.171925899,0.908716066,1.473346766
60,29/08/2019,15,IJzerkalkslib,120,FALSE,1.37,2.64,0,5.32,7.96,1.54,0,1.67,0.048,0.028,0,0.286,0.334,93,93.028,0,31.9267,0.150457,0.0000165,8.270449,0.021475,0.054742,16.00818,1.41963,23.865,1.136666667,0.4,443.5,0.221666667,78.8,6.61,9.765,3.541063628,3.236905665,0.903683282
60,29/08/2019,16,Controle,140,TRUE,1.91,2.62,1.08,4.04,7.74,0,0,0,0.182,0.044,0,0.233,0.415,41.08333333,41.12733333,0,30.42859,0.494538,0.00048,8.248667,0.076282,0.141522,15.67109,2.287702,23.394,1.14,0.4,431.9,0.216,70.625,5.977,9.186,2.208116044,2.642120533,1.449199198
60,29/08/2019,17,Gebaggerd,180,TRUE,0.99,1.76,0.32,1.85,3.93,1.85,0,1.61,0,0.012,0,0,0,29.16666667,29.17866667,0,23.59045,0.029461,0.001616,8.037397,0.007335,0.038159,15.49613,1.391511,23.64,1.137647059,0.4,401.2666667,0.202352941,77.44901961,6.526666667,9.882,2.176398179,1.19608265,1.470319186
60,29/08/2019,18,Belucht,85,FALSE,4.36,10.83,5.25,32.63,48.71,9.34,8.21,30.96,0.056,0.004,0,0.462,0.518,79.58333333,79.58733333,0,39.8038,0.037697,0.00042,8.37431,0.007593,0.029148,17.22128,1.374208,23.55807692,1.15,0.5,481.9615385,0.24,63.36923077,5.34525641,9.131538462,3.447543847,0.745397635,0.928197042
60,29/08/2019,19,Phoslock,85,FALSE,3,8.05,7.64,30.53,46.22,8.77,2.68,33.91,0.138,0.012,0,0.172,0.31,115.8333333,115.8453333,0,35.72329,0.041918,0.001164,8.309606,0.069381,0.049293,16.00567,0.74983,23.525,1.133846154,0.5,463.1923077,0.23,59.92307692,5.057307692,8.970769231,2.417361462,1.945434729,1.323757349
60,29/08/2019,20,Controle,65,FALSE,4.31,16.25,14.48,54.43,85.16,17.67,9.86,56.88,0.118,0.007,0,0.476,0.594,111.25,111.257,0,40.08624,0.070177,0.000544,8.503532,0.045339,0.045231,17.07096,1.04111,23.60884615,1.133076923,0.5,482,0.24,58.64102564,4.94025641,8.93974359,2.721979069,1.408976079,1.175615212
