,,,,,,,?/L,?/L,?/L,,,,?/L,?/L,?/L,,,,,mg/L,mg/L,mg/L,mg/L,mg/L,,,mg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,,,,,,,NIET validated,,,,,,,,,,,,,,,,,,,,
Exp_day,Datum,Cosm,Treatment,Secchi diepte,Bodemzicht,Turbiditeit,Cos.chla.bl.PAM,Cos.chla.gr.PAM,Cos.chla.br.PAM,Cos.yield.bl.PAM,Cos.yield.gr.PAM,Cos.yield.br.PAM,Cos.chla.bl.50CM,Cos.chla.gr.50CM,Cos.chla.br.50CM,Cos.yield.bl.50CM,Cos.yield.gr.50CM,Cos.yield.br.50CM,mL gefiltreerd voor?part-NUT,disTON,disNH4,disPO4,disNO2,disNO3 mg/l,partC,partN,partP (mg),partP mg/L,TP,Al ppm,Ca ppm,Fe ppm,La ppm,Mg ppm,Mn ppm,P ppm,S ppm,As ppm,Cd ppm,Cu ppm,Pb ppm,Zn ppm,As microgram/L,As ug/L,Temp,Dep100,DepthX,DepthY,SpCond,SpCond.1,Res,Sal,TDS,DO%,DO,BP,pH,ORP,PAR,refPAR,light_k,light_perc_bottom,light_4perc,Fit
60,29/08/2019,17,Dredged,180,TRUE,0.99,1.76,0.32,1.85,0,0,0.88,1.85,0,1.61,0.24,0,0.6,60,0,0,0.012,0,0,,,1.75,29.16666667,29.179,0,23.59045,0.029461,0.001616,8.037397,0.007335,0.038159,15.49613,0,0.0003,0,0.004,0.006,0,1.391511,23.64,0.695882353,0.909,1.137647059,0.4,401.2666667,2.735294118,0.202352941,0.3,77.44901961,6.526666667,757,9.882,-558.854902,589.054902,4.294117647,2.176398179,1.19608265,1.470319186,0
60,29/08/2019,18,Oxygenated,85,FALSE,4.36,10.83,5.25,32.63,0.63,0,0.73,9.34,8.21,30.96,0.53,0.81,0.66,60,0.463,0.056,0.004,0,0.462,,,4.775,79.58333333,79.587,0,39.8038,0.037697,0.00042,8.37431,0.007593,0.029148,17.22128,0,0,0.001,0.011,0.019,0,1.374208,23.55807692,0.837692308,0.909,1.15,0.5,481.9615385,2,0.24,0.3,63.36923077,5.34525641,757,9.131538462,-609.6410256,377.4615385,2.692307692,3.447543847,0.745397635,0.928197042,0
60,29/08/2019,19,Phoslock,85,FALSE,3,8.05,7.64,30.53,0.7,0,0.76,8.77,2.68,33.91,0.65,0,0.71,60,0.172,0.138,0.012,0,0.172,,,6.95,115.8333333,115.845,0,35.72329,0.041918,0.001164,8.309606,0.069381,0.049293,16.00567,0.003,0,0.006,0,0.017,3,0.74983,23.525,0.633846154,0.909,1.133846154,0.5,463.1923077,2,0.23,0.3,59.92307692,5.057307692,757,8.970769231,-598.9230769,583.6923077,4.307692308,2.417361462,1.945434729,1.323757349,0
60,29/08/2019,20,Control,65,FALSE,4.31,16.25,14.48,54.43,0.91,0,0.63,17.67,9.86,56.88,0.88,0,0.62,60,0.477,0.118,0.007,0,0.476,,,6.675,111.25,111.257,0,40.08624,0.070177,0.000544,8.503532,0.045339,0.045231,17.07096,0,0,0.005,0.009,0.036,0,1.04111,23.60884615,0.639230769,0.91,1.133076923,0.5,482,2,0.24,0.3,58.64102564,4.94025641,757,8.93974359,-559.6923077,539.8461538,3.974358974,2.721979069,1.408976079,1.175615212,0
60,29/08/2019,control,outside cosm,55,FALSE,,20.1,9.47,67.65,0,0.97,0,21.38,10.26,68.58,0.89,0,0.53,60,0.332,0,0.001,0,0.332,,,6.81,113.5,113.501,0,40.2096,0.069151,6.54E-05,8.406932,0.03194,0.031023,17.16368,0,0,0.008,0.003,0.028,0,0.488831,23.659375,0.7475,0.91,1.14375,0.5,484.25,2,0.24,0.3,54.9375,4.62625,757,9.12,-567.75,640.875,4.875,3.385439769,1.824197725,0.945224319,0
60,29/08/2019,control 2,outside cosm,55,FALSE,,22.09,0,70.09,0.88,0,0.53,19.31,12.32,62.86,0.88,0,0.58,60,0.325,0,0.005,0,0.325,,,6.755,112.5833333,112.588,0,40.07428,0.055387,0.000789,8.366087,0.021224,0.039747,17.03288,0,0.0001,0.004,0.008,0.015,0,1.484519,23.748125,0.54,0.909,1.125,0.5,483.5,2,0.24,0.3,67.35625,5.66125,757,9.17,-600.875,619.5,4.25,2.098372253,2.805505038,1.524991572,0
60,29/08/2019,control 3,outside cosm,55,FALSE,,20.95,0,68.11,0.89,0,0.56,23.29,16.44,93.39,0.55,0.84,0.65,60,0.354,0,0.007,0,0.354,,,4.315,71.91666667,71.924,0,40.61569,0.052462,0,8.415079,0.011659,0.039073,17.26459,0.008,0,0.002,0.003,0.022,8,0.826976,23.70666667,0.498333333,0.908833333,1.12,0.5,485.6666667,2,0.246666667,0.3,72.26666667,6.086666667,757,9.284166667,-609,816.5833333,5.583333333,3.950033783,3.015192909,0.810119654,0
60,29/08/2019,control 4,outside cosm,55,FALSE,,20.53,0,69.31,0.91,0,0.55,18.98,16.91,77.97,0.58,0.81,0.66,60,0.345,0,0.017,0,0.345,,,11.47,191.1666667,191.184,0,40.90443,0.029651,0.000142,8.396067,0.005856,0.051124,17.83278,0.025,0,0.002,0.009,0.007,25,2.04545,24.04681818,0.72,0.909,1.14,0.5,485,2,0.245454545,0.3,77.81818182,6.503181818,757,9.532727273,-572.8181818,577.0909091,4.090909091,2.623839347,3.099222173,1.219586864,0
end_harvest,19/09/2019,1,Dredged,,,,,,,,,,,,,,,,,0.01,26.68,0.147,0,0.01,,,,,,0,84.79931,14.39022,0.000504,12.03103,1.898678,1.743865,8.30153,0,0,0.003,0.015,0.181,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,2,Control,,,,,,,,,,,,,,,,,0.096,22.28,0.175,0,0.096,,,,,,0,74.43492,15.08252,0.003058,11.05926,2.402936,3.081449,1.600561,0,0,0.002,0.004,0.25,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,3,Oxygenated,,,,,,,,,,,,,,,,,0.135,26.08,0.178,0,0.135,,,,,,0,83.50363,18.70389,0.001188,11.64225,3.522313,2.043424,6.79227,0,0,0,0.005,1.207,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,4,Oxygenated,,,,,,,,,,,,,,,,,0.057,21.747,0.078,0,0.057,,,,,,0,91.02413,21.43487,0,12.64278,3.331801,2.464284,1.299204,0,0,0.002,0.011,0.288,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,5,Ijzerkalkslib,,,,,,,,,,,,,,,,,0.054,17.173,0.005,0,0.054,,,,,,0,113.2073,24.07975,0,15.75339,1.618856,0.67424,1.631229,0,0,0,0.006,0.292,0,0.303537,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,6,Phoslock,,,,,,,,,,,,,,,,,0.061,25.014,0.244,0,0.061,,,,,,0,79.59702,15.03201,0,10.88842,1.949925,2.842032,5.441812,0,0,0,0.003,0.236,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,7,Dredged,,,,,,,,,,,,,,,,,0.071,12.931,0,0,0.071,,,,,,0,156.2791,11.68747,0,15.87618,1.495785,1.179219,136.686,0.002,0,0,0.008,0.11,2,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,8,Ijzerkalkslib,,,,,,,,,,,,,,,,,0.044,12.403,0.003,0,0.044,,,,,,0,99.35747,23.76526,0.001788,13.1571,1.350051,0.95801,1.752865,0,0,0,0.004,0.248,0,0.518392,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,9,Phoslock,,,,,,,,,,,,,,,,,0.069,19.19,0.027,0,0.069,,,,,,0,82.33016,14.68981,0.00103,11.28953,1.996451,0.650231,2.899705,0,0,0,0.01,0.138,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,10,Ijzerkalkslib,,,,,,,,,,,,,,,,,0.053,7.451,0.029,0,0.053,,,,,,0,86.10721,15.94723,0,11.22307,1.166541,0.933723,7.425006,0,0,0,0.019,0.279,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,11,Dredged,,,,,,,,,,,,,,,,,0.041,19.447,0.147,0,0.041,,,,,,0,68.62055,13.02718,0.000362,10.14023,1.637141,1.958045,9.468717,0,0.0003,0,0.015,0.026,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,12,Oxygenated,,,,,,,,,,,,,,,,,0.046,37.925,0.065,0,0.046,,,,,,0,81.78299,15.13643,0,11.73999,1.70582,1.728726,16.92285,0,0,0,0.007,0.144,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,13,Phoslock,,,,,,,,,,,,,,,,,0.046,18.595,0.073,0,0.046,,,,,,0,77.28159,10.15383,0,10.82071,1.563511,1.306143,22.45982,0,0,0,0.009,0.227,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,14,Control,,,,,,,,,,,,,,,,,0.077,30.11,0.081,0,0.077,,,,,,0,77.01933,11.22832,0,11.19011,2.105448,1.775396,3.523223,0,0,0,0.01,0.047,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,15,Ijzerkalkslib,,,,,,,,,,,,,,,,,0.051,36.33,0.084,0,0.051,,,,,,0,118.9535,32.69634,0,15.42376,1.892729,0.707013,0.907581,0,0,0.002,0,0.209,0,3.421099,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,16,Control,,,,,,,,,,,,,,,,,0.045,22.208,0.062,0,0.045,,,,,,0,81.39443,18.57324,0.00015,11.88151,2.153028,1.856317,3.763927,0,0.0001,0.002,0.013,0.075,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,17,Dredged,,,,,,,,,,,,,,,,,0.045,34.065,0.107,0,0.045,,,,,,0,78.48242,19.93946,0,11.12901,2.136287,2.753084,5.514138,0,0,0,0.006,0.714,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,18,Oxygenated,,,,,,,,,,,,,,,,,0.064,13.941,0.014,0,0.064,,,,,,0,85.36616,12.69781,0,11.80865,1.947239,1.703024,9.940753,0,0,0.001,0.015,0.167,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,19,Phoslock,,,,,,,,,,,,,,,,,0.057,24.825,0.137,0,0.057,,,,,,0,90.59264,11.69358,0.000504,12.61561,1.858505,1.058388,17.00267,0,0,0.003,0.024,0.15,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,20,Control,,,,,,,,,,,,,,,,,0.11,10.284,0.057,0,0.11,,,,,,0,95.96552,1.045292,0.000581,10.25424,0.663092,0.103255,39.11235,0,0,0,0.007,0.552,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,control,outside cosm,,,,,,,,,,,,,,,,,0.058,7.847,0.034,0,0.058,,,,,,0,69.3392,16.9426,0.000811,10.21108,1.74031,2.951724,1.202282,0,0,0.001,0.01,0.254,0,0,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,control 2,outside cosm,,,,,,,,,,,,,,,,,0.206,13.429,0.049,0,0.206,,,,,,0,89.01009,18.56714,0,14.92861,3.935014,2.618523,0.907873,0,0,0.004,0.014,0.122,0,2.524908,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,control 3,outside cosm,,,,,,,,,,,,,,,,,0.05,14.699,0.119,0,0.05,,,,,,0,84.53159,11.50774,0,13.19073,3.101583,1.33477,1.5541,0,0,0.006,0.01,0.225,0,0.083635,,,,,,,,,,,,,,,,,,,,
end_harvest,19/09/2019,control 4,outside cosm,,,,,,,,,,,,,,,,,0.846,9.912,0.03,0.088,0.758,,,,,,0,68.22991,12.84983,0,10.62816,2.062055,2.06242,4.959401,0.01,0,0.001,0.014,0.583,10,0.793089,,,,,,,,,,,,,,,,,,,,
